,link,text,date,No_of_likes,No_of_tweets
216,https://twitter.com/yiasmin_cindy/status/1384248109367062539#m,Came to America🇺🇸 Jumbo jet 747 Olympic Airlines the best trip of my life🇺🇸🇬🇷🙏❤️,"Apr 19, 2021 · 8:50 PM UTC",2,2
217,https://twitter.com/slim_witman/status/1384243448916504577#m,Then he will take his private jumbo jet and fly to Delaware,"Apr 19, 2021 · 8:32 PM UTC",0,0
218,https://twitter.com/socaworldapp/status/1384225108135272450#m,Bunji Garlin - Jumbo Jet https://rdo.to/HOTSOCA #soca #music #listenlivenow,"Apr 19, 2021 · 7:19 PM UTC",0,0
219,https://twitter.com/JanDrebes/status/1384214189686751238#m,"Wenn man jetzt der Logik von @fraubauerfeind folgt, soll Robert Habeck weiter „nur“ den Tomatensaft servieren und @ABaerbock den Jumbojet fliegen?! Eine etwas überraschte #Baerbock muss kurz über den Vergleich nachdenken. #P7Spezial #Kanzlerkandidatur","Apr 19, 2021 · 6:35 PM UTC",3,0
220,https://twitter.com/hrnext/status/1384192530137243650#m,"Indian smaller cities with large families paying for this the hard way . One gets it , ten get it . That’s why our cases did not take off like a Jumbo jet but like Saturn V rocket . We have failed to give this scientific advice to people .","Apr 19, 2021 · 5:09 PM UTC",0,0
221,https://twitter.com/abnermason/status/1384189001603506180#m,That jumbo jet analogy is beyond powerful. We can't accept 200 Black people dying prematurely every day. Thanks to Prof. Williams for making that point so vividly.,"Apr 19, 2021 · 4:55 PM UTC",0,0
222,https://twitter.com/AWagenplast/status/1384174358810136576#m,"""Freiwilliger Arbeitschutz"" hat sich auch erledigt wenn jeden Tag ein Jumbojet mit Bürgern/Mitarbeitern abstürzt und 14% mit #LongCovid ausfallen.   #homeoffice und #Testpflicht mit Strategie - Problem wir haben #Wahlkampf und deshalb  kein evidenzbasiertes #Ziel","Apr 19, 2021 · 3:57 PM UTC",1,0
223,https://twitter.com/dumgaymegan/status/1384169489894318092#m,plane enthusiast when see airshit 734 max jumbo jet crash on taxiway,"Apr 19, 2021 · 3:38 PM UTC",8,1
224,https://twitter.com/William67335893/status/1384161671074107392#m,"an old discarded airplane or jumbo jet is used as a restaurant, bar event and Landmark in Thailand Asia by @William67335893 https://www.picfair.com/pics/013397099-an-old-discarded-airplane-or-jumbo-jet-is-used-as-a-restaurant-bar-event-and-landmark-in-thailand-asia #Thailand #Thai #ThailandNews #pattaya #Editorial #boeing737 #Boeing #Airplane #travelblog #travelphotography #travel","Apr 19, 2021 · 3:07 PM UTC",2,0
225,https://twitter.com/ChelseaKnut/status/1384161233469730827#m,"Tenkte på deg og intervjuet til Chelsea Chat. Du sa noe sånn som ""Leeds rykket ned når pengene kom og toget forlot perrongen"". Nå har dere tatt igjen toget, men en jumbojet står klar for å ta med seg lagene som forlater det. Ikke plass til supportere selvsagt.","Apr 19, 2021 · 3:05 PM UTC",1,1
226,https://twitter.com/TeunvanGelder15/status/1384148782959398917#m,"Precies Herr Snijders und Sie auf reise im Jumbo Jet nach den USA im flieger stuhl ? Trombose kans ook niet zo gering hoor ,maar dat weet u ook wel als medisch onderlegd deskundige .","Apr 19, 2021 · 2:16 PM UTC",1,1
227,https://twitter.com/William67335893/status/1384141484497063944#m,"an old discarded airplane or jumbo jet is used as a restaurant, bar event and Landmark in Thailand Asia by @William67335893 https://www.picfair.com/pics/013397134-an-old-discarded-airplane-or-jumbo-jet-is-used-as-a-restaurant-bar-event-and-landmark-in-thailand-asia #Boeing #boeing737 #Boeing787 #Airplane #travelphotography #travel #trip #vacation #Wanderlust #travelblogger #Pattaya #Thailand","Apr 19, 2021 · 1:47 PM UTC",0,0
228,https://twitter.com/JamesQuandahl/status/1384122118351163397#m,"When @JesseItzler was building his private jet company he had a jumbo jet sized problem. Only wealthy people will spend $250k to purchase a share of a private jet, and Jesse didn’t know any wealthy people...  https://quandahl.com/blog/leadership/create-opportunities-by-thinking-outside-the-box","Apr 19, 2021 · 12:30 PM UTC",1,0
229,https://twitter.com/BetamaxWarriors/status/1384106708989923328#m,That wasn't aliens it ws a triangular aperture and a jumbo jet.,"Apr 19, 2021 · 11:28 AM UTC",0,0
230,https://twitter.com/HenryShipp8/status/1384104102246772746#m,"Like a mosquito. Probably sounds like one too, except Mars sounds are different. Jumbo jet take-off sound?","Apr 19, 2021 · 11:18 AM UTC",0,0
231,https://twitter.com/HoodCP/status/1384093842224283652#m,KLM 747s – Bucket List Item Left Unfulfilled  #KLM @KLM #Boeing747 #B747 #JumboJet #QueenOfTheSky #QueenOfTheSkies #Photography #Japan #MahoBeach #BucketList #SintMaarten https://hoodcp.wordpress.com/2021/04/19/klm-747s-bucket-list-item-left-unfulfilled/,"Apr 19, 2021 · 10:37 AM UTC",1,0
232,https://twitter.com/BrianGriffo/status/1384087241652244500#m,"On way to London used miles to upgrade on flight delayed twice and never flown. But locality miles we taken.   Both as an investor and traveler I am disappointed, miles spending to no benefit and seeing the airline fly 26 people in a jumbo jet ignoring free revenue on empty jet.","Apr 19, 2021 · 10:11 AM UTC",5,0
233,https://twitter.com/BrittMezher/status/1384041972629794824#m,Yesss! They really are like a big jumbo jet.,"Apr 19, 2021 · 7:11 AM UTC",1,1
234,https://twitter.com/KittanHooch/status/1384037877986729985#m,"I love watching them land on the water. I don't know why but to me it's like watching a Jumbo jet coming in to land, on the water! They're unreal, and they have so much character too.","Apr 19, 2021 · 6:55 AM UTC",1,1
235,https://twitter.com/MrKimchiBoy/status/1384027074453594114#m,"Each cycle, it goes through the ""junkyard"" and randomly splits it up, 0.009th of the time for letters that don't belong together, and 0.005 of the time for letters that do. (Kinda close values... 🤔) Then it mixes everything up. Eventually, a ""jumbo jet"" shows up! :D","Apr 19, 2021 · 6:12 AM UTC",0,1
236,https://twitter.com/MrKimchiBoy/status/1384027073082105857#m,"Listening to @Aron_Ra's awesome FFoC, he mentions the junkyard ""argument"" Well, having a bit of knowledge about metaheuristics, I decided to evolve a ""jumbo jet"" in a junkyard! So, I moved the goal post to a ""junkyard"" string of random letters (b,e,j,m,o,t, or u) and spaces","Apr 19, 2021 · 6:12 AM UTC",0,1
237,https://twitter.com/srinivasanravi/status/1383991726176542721#m,"On this day -April 19 - in 1971,  the Emperor Ashoka, the first jumbo jet to join @airindiain, landed in Mumbai. 7 years later, it was involved in one of the  deadliest crashes in AI's history.","Apr 19, 2021 · 3:51 AM UTC",11,1
238,https://twitter.com/LogicallyCorre1/status/1383961911453122561#m,We need to respect the law's.police have not framed it they are only to execute it.the lady is riding on jumbo jet perhaps on another planet.,"Apr 19, 2021 · 1:53 AM UTC",0,0
239,https://twitter.com/dzrhnews/status/1383948206359277568#m,#DamdamingBayan Martinez: Suspindihin mo 'yan. Aanhin mo ang batas kung may para kang jumbo jet na nagka-crash every day? Hindi pa ba emergency 'yan? Hindi pa ba enough?,"Apr 19, 2021 · 12:58 AM UTC",0,1
240,https://twitter.com/DavidGruberg/status/1383936110015877122#m,"Powerful analogy, imagining a jumbo jet of black passengers crashing and the passengers all dying every single day!","Apr 19, 2021 · 12:10 AM UTC",0,0
241,https://twitter.com/Wande_SHO/status/1383918218666930176#m,"Arsenal administration no get sense sha See opportunity to win UCL, wey dem just throwway Super league will be Arteta's jumbo jet out","Apr 18, 2021 · 10:59 PM UTC",0,0
242,https://twitter.com/Murattanrici1/status/1383896672908972032#m,2 cm kare alanda bir jumbo jet görmek gibi mi,"Apr 18, 2021 · 9:34 PM UTC",1,1
243,https://twitter.com/Terry_AbilasIT/status/1383893068529639432#m,"Squeezed off, you can land a jumbo jet in there Tyrone! Bang out of order for over reacting too.","Apr 18, 2021 · 9:19 PM UTC",1,0
244,https://twitter.com/SteffenLorenz8/status/1383881033259446279#m,Jumbojet ist das neue street,"Apr 18, 2021 · 8:32 PM UTC",1,0
245,https://twitter.com/JoDonn77/status/1383881019309191170#m,I see your sunset...and raise you one with a jumbo jet too ✈️,"Apr 18, 2021 · 8:32 PM UTC",1,0
246,https://twitter.com/ThenAtlasSpoke/status/1383873019576152069#m,"I see our #PartTimePresident *did* manage to get in a hamburger with the Japanese head of state before leaving the PM alone to wander the White House halls after lidding at noon on Friday to take yet another weekend jumbo jet jaunt to Delaware. Just awesome, Joe. SMH","Apr 18, 2021 · 8:00 PM UTC",0,0
247,https://twitter.com/coronaconstruc2/status/1383868122025775107#m,@Keir_Starmer flying to Scotland in a jumbo jet from London,"Apr 18, 2021 · 7:40 PM UTC",1,0
248,https://twitter.com/Siddhar90118156/status/1383857916126457858#m,Ansh Arora7054414141 Matrix Health Care9793045444 Javed8127411951 Emergency Supply Only7081777781 Pratham Enterprises7235807158 Ravi8318820465 Modi Gas Awasthi7317054584 Jumbo Jet Oxygen8960155550 Bhupendra7844038913 Sahil Bharadwaj8182820655,"Apr 18, 2021 · 7:00 PM UTC",0,0
249,https://twitter.com/keith_giles/status/1383856084687806479#m,Could land a jumbo jet on that.,"Apr 18, 2021 · 6:52 PM UTC",0,0
250,https://twitter.com/RetroBoxRoom/status/1383841829594931218#m,By a jumbo jet?,"Apr 18, 2021 · 5:56 PM UTC",0,0
251,https://twitter.com/Chyanne1107/status/1383838185491341321#m,"Right! Joe “Jim Crow” Biden is such a fucking loser, he takes a 747 Jumbo jet with the footprint of 100 cars over a year, 300 miles to Delaware—EVERY WEEKEND!!","Apr 18, 2021 · 5:41 PM UTC",2,0
252,https://twitter.com/rainerzement/status/1383833643492151296#m,Das sind mehr als drei Elefanten pro Kubik-Jumbojet. Also umgerechnet auf Mittelklassewagen.,"Apr 18, 2021 · 5:23 PM UTC",3,0
253,https://twitter.com/StorySorcery/status/1383833074580922373#m,"Just give me a story where rich people buy ridiculously expensive things simply because they can and stop tryna make them humble when they are the 3rd richest person in the world who owns a 13 mansions worldwide, a jumbo jet, an island, a herd of dolphins, and part of Antarctica.","Apr 18, 2021 · 5:21 PM UTC",32,6
254,https://twitter.com/Sherlock_Hopes/status/1383821320857653261#m,Yanılmıyorsam resmi rakamlarla ilk kez 300ü aştık. :((  Bu sefer neredeyse Jumbo jet düştü,"Apr 18, 2021 · 4:34 PM UTC",17,0
255,https://twitter.com/Usman_A1/status/1383815560618659846#m,What’s the point of Maguire having a head the size of a jumbo jet?,"Apr 18, 2021 · 4:11 PM UTC",0,0
256,https://twitter.com/vintageredss/status/1383815322289901581#m,What’s the point of Maguire having a head the size a jumbo jet?,"Apr 18, 2021 · 4:10 PM UTC",2026,5
257,https://twitter.com/Thrutheashes/status/1383810943050682383#m,A high-flying jumbo jet. Man I those this new lens. #canada #alberta #albertaphotographer #countyofpaintearth #paintearthcounty #canon #canonphotography #sigma #sigma150600 #canont6i #ruralAlberta https://www.instagram.com/p/CN0CODnLfEC/?igshid=1edg4u9hflreh,"Apr 18, 2021 · 3:53 PM UTC",0,0
258,https://twitter.com/BeKa_AGraya/status/1383777119369502723#m,Bangke lol.. Iki sing cerita ngambil kanguru di ostrali pake jumbo jet tha om?,"Apr 18, 2021 · 1:39 PM UTC",2,1
259,https://twitter.com/malcolmpark30/status/1383762861848076291#m,"Lunar flypast by Jumbo Jet, @AlamyNews, #UKWeather , #MOONSHOT https://www.alamy.com/london-uk-18-april-2021-the-waxing-crescent-moon-phase-is-passed-by-a-boeing-747-jumbo-jet-of-saudia-cargo-from-new-york-en-route-to-liege-in-clear-blue-sky-above-london-credit-malcolm-parkalamy-live-news-image418907706.html","Apr 18, 2021 · 12:42 PM UTC",1,0
260,https://twitter.com/BoomEruption/status/1383740338368438276#m,Labour cares passionately about the environment. That's why we took a fucking jumbo jet to Scotland.,"Apr 18, 2021 · 11:12 AM UTC",0,0
261,https://twitter.com/Karin37701241/status/1383736715756531718#m,Mijn wens is om in een achtbaan 🎢 te zitten dat in een grote jumbojet ✈️ is gebouwd en dan tijdens het vliegen extra G krachten te ervaren waardoor die axhtbaan extra snel gaat....,"Apr 18, 2021 · 10:58 AM UTC",3,1
262,https://twitter.com/litestrobe/status/1383732301364744196#m,its better than i got my head checked by a jumbo jet,"Apr 18, 2021 · 10:41 AM UTC",1,1
263,https://twitter.com/SanjibA96160619/status/1383712654296973313#m,On this day in 1971 Air India bought its first Boeing 747 – a prestigious “Jumbo Jet” – and named it after the Mauryan ruler Emperor Ashoka.,"Apr 18, 2021 · 9:22 AM UTC",3,0
264,https://twitter.com/sjlazars/status/1383665721922576388#m,"Happy Birthday #JumboJet #747 #Boeing  Today marks 50 Years of the arrival of @airindiain 1st 747 “Emperor Ashoka”at Santa Cruz airport, Bombay, on 18 April 1971, 8:20am Air India has flown the Jumbo continuously for 50 years #avgeek #aviation @HardeepSPuri @MoCA_GoI @Boeing","Apr 18, 2021 · 6:16 AM UTC",29,0
265,https://twitter.com/faucirocks/status/1383647418059685898#m,"They found a full size Jumbo jet engine lying in the middle of the street a few blocks away. Only problem is, none of the supposed planes that crashed into the towers used that type engine.","Apr 18, 2021 · 5:03 AM UTC",0,0
266,https://twitter.com/NevianiPablo/status/1383612142650216459#m,"🙋‍♂️ Sin duda alguna, la bandeja paisa, los buñuelos, las empanadas, las arepas, los envueltos de maíz, la natilla, los plátanos en sus diferentes presentaciones, las frunas, las chocolatinas jet en especial la jumbo_jet","Apr 18, 2021 · 2:43 AM UTC",3,0
267,https://twitter.com/Wormhole_Matt/status/1383586678590246919#m,It's funny how my kids can sit at dinner and talk about Pokemon the whole damn time. I remember 15 years ago when I was in Japan I took pictures of a jumbo jet with Pokemon painted all over it. It's crazy it's still so popular.,"Apr 18, 2021 · 1:02 AM UTC",0,0
268,https://twitter.com/1anonymousbloke/status/1383577077744504845#m,"🎶""Hold a chicken in the air Stick a deckchair up your nose Buy a jumbo jet And then bury all your clothes""🎶  Spitting Image.","Apr 18, 2021 · 12:24 AM UTC",1,0
269,https://twitter.com/Chyanne1107/status/1383564704572862471#m,They criticized Trump for golfing once a month! Joe Biden flies a 747 jumbo jet 300 miles to Delaware.. EVERY WEEKEND! That’s the “footprint” of 100 cars for a year—every trip! Yet he spouts climate control??? He’s a damned joke,"Apr 17, 2021 · 11:35 PM UTC",1,0
270,https://twitter.com/AircraftBy/status/1383543836333334536#m,Drawing Boeing 747-400 of @KLM :)  #KLM #KLMairlines #airlines #airplanes #aircraft #aviation #aviationgeek #aviationdaily #aviationlife #Boeing #Boeing747 #Boeing747400 #jumbojet #jumbojetboeing #flying #traveling #takeoff #airplanedrawings #aircraftpassion #passion #art #Jets,"Apr 17, 2021 · 10:12 PM UTC",3,0
271,https://twitter.com/thomyg/status/1383541959856312323#m,"When I see #fifa98 all I hear is:   ""I got my head checked By a jumbo jet It wasn't easy But nothing is No (Woo-hoo) when I feel heavy metal (Woo-hoo) ....""  https://invidious.io.lol/watch?v=lqVyR18uLlc","Apr 17, 2021 · 10:04 PM UTC",3,0
272,https://twitter.com/TOEIC950cat/status/1383525503307370497#m,jumbo / dʒˈʌmboʊ / [名詞]((口))ジャンボジェット機（jumbo jetともいう） [形容詞]((限定))ばかでかい，特大の,"Apr 17, 2021 · 8:59 PM UTC",0,0
273,https://twitter.com/ADrummSchelln/status/1383519790325592069#m,"Wenn ein schwarzer Berg über den Wolken erscheint, dann hat sich Helmut Kohl in einen Jumbo Jet gequetscht.  #FaZilla #ZillaFaZ #Pyeahzilla #ShinFaZ #MechanoFaZ","Apr 17, 2021 · 8:36 PM UTC",5,0
274,https://twitter.com/atm0spheric/status/1383509605993484303#m,"Why would an utterly corrupt administration want a new yacht to go with its new jumbo jet, its stately homes and juicy contracts?","Apr 17, 2021 · 7:56 PM UTC",0,0
275,https://twitter.com/terrybu07357122/status/1383507712990859267#m,Surely they'd travel by jumbo jet? 🙄,"Apr 17, 2021 · 7:48 PM UTC",2,0
276,https://twitter.com/PRM13001813/status/1383502766224515073#m,"Only when the president uses the company owned 747 jumbo jet as a weekend golf shuttle, to his own private resorts, several times a month. And then changes the Secret Service top dollar to rent golf carts.","Apr 17, 2021 · 7:28 PM UTC",14,2
277,https://twitter.com/Toony187/status/1383489562861735936#m,"Had absolutely nothing to do with 9/11! They were too expensive to maintain and the emergence of the ""Jumbo"" jet proved more financially viable for the airlines.","Apr 17, 2021 · 6:36 PM UTC",0,1
278,https://twitter.com/mba_muc/status/1383474401153142793#m,National Airlines' Boeing 747 arriving in Munich from Chicago   N702CA | @boeing 747-412(BCF) |  @gonationalair | @MUC_Airport #EDDM | 06.03.2021  #boeing747 #planespotting @wilco737 #nationalairlines #jumbojet #munichairport #avgeek #aviation #boeing,"Apr 17, 2021 · 5:36 PM UTC",37,1
279,https://twitter.com/kmoruzi/status/1383398057018990597#m,Land the jumbo jet. Finish the stuff that’s almost finished before starting something new,"Apr 17, 2021 · 12:32 PM UTC",9,0
280,https://twitter.com/WorldAviationHD/status/1383394544964673546#m,Probably The best 747 jumbo jet park cafe in the world.   https://invidious.io.lol/lzxCwHvX79c @airlivenet #avgeek @thepointsguy,"Apr 17, 2021 · 12:18 PM UTC",0,0
281,https://twitter.com/DTongSports/status/1383391357683728389#m,"We offer professional armored Transport services including our own line of armored cars, trucks, suv’s, boats, planes, and a jumbo jet...for individuals or valuables such as Art, Coins & Currency, Sports memorabilia navysealsforhire.com #transportservice #navyseals #jumbojet","Apr 17, 2021 · 12:06 PM UTC",0,0
282,https://twitter.com/achim_albrecht/status/1383388565564891149#m,Jeden Tag stürzt ein Jumbo Jet ab. #gewöhnung ??,"Apr 17, 2021 · 11:55 AM UTC",0,0
283,https://twitter.com/WorldJourneys75/status/1383383456227287043#m,The classic jumbo jet. The last for Qantas. Great beast of the sky!  From Around the Web - A Tour through a 747 https://andysworldjourneys.com/2021/04/17/boeing-747/ via @WorldJourneys75,"Apr 17, 2021 · 11:34 AM UTC",0,0
284,https://twitter.com/ZXretroXX/status/1383374594833190916#m,"The fashion in the 70's was taking the piss.  I've got some old photos from that period, and it's not pretty ...Shirts with collars that wouldn't look out of place on a jumbo jet.","Apr 17, 2021 · 10:59 AM UTC",9,4
285,https://twitter.com/bravomi60733282/status/1383363200435900423#m,"Ja gut, wenn mich ein jumbojet irgendwann mal kaltgelassen hat, dann darf ich jetzt mich nicht beschweren wenn dauernd welche starten. Wichtig ist auch im Leben nur eine Meinung zu haben und die nie zu ändern. Denken tut immer so weh.","Apr 17, 2021 · 10:14 AM UTC",3,0
286,https://twitter.com/SoupTomatoSoup/status/1383344104684228611#m,are you sure it wasn't...a jumbo jet?,"Apr 17, 2021 · 8:58 AM UTC",0,0
287,https://twitter.com/colinrtalbot/status/1383343503833370625#m,AND... a huge Swan just flew over. Looked and sounded like the bird equivalent of a Jumbo Jet. Awesome.,"Apr 17, 2021 · 8:56 AM UTC",5,1
288,https://twitter.com/pkshellboy/status/1383341816930398214#m,call me @jumbudicks cause i got that jumbo drip make that bum go dip in my jumbo jet,"Apr 17, 2021 · 8:49 AM UTC",6,1
289,https://twitter.com/FactcityCom/status/1383299158363148292#m,13 Incredible Facts about The 747 Jumbo Jet https://factcity.com/facts-about-the-747-jumbo-jet/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost #aircraft #aviation,"Apr 17, 2021 · 5:59 AM UTC",0,0
290,https://twitter.com/wainaina_john/status/1383275384431538179#m,I once saw a tiny (miniscule) sports car taxi a jumbo jet. Think about that horse power https://www.driving.co.uk/video/another-car-pulled-jumbo-jet/,"Apr 17, 2021 · 4:25 AM UTC",0,3
291,https://twitter.com/Raging_Rulk/status/1383274937381658630#m,"*Ross scooped Jasira up, reaching back to grab a large bag on the floor.*  It's complicated...  *The Jumbo Jet shook as Ross jumped, holding Jasira close as the wind whipped around them. He rotated his body, his back barreling through the tops of trees before piercing the ground-","Apr 17, 2021 · 4:23 AM UTC",0,1
292,https://twitter.com/vfxgordon/status/1383237544393932803#m,"Yeah, I test drove one, it's not small, but as I say, it isn't *that* much longer than the Challenger - literally 18"" or so.  ... and it's a bit narrower :D  ... and it doesn't have C pillars you can hide a jumbo jet in :)","Apr 17, 2021 · 1:55 AM UTC",0,0
293,https://twitter.com/arsetechnica/status/1383230431433162752#m,"Anyone who wants to try to explain the history of Europepean socialism in w couple tweets - well- back to Acme cartoon physics. It ain’t so simple. Like explaining a jumbo jet via a paper airplane. It’s shit rhetoric, not history or particulary functional","Apr 17, 2021 · 1:26 AM UTC",0,0
294,https://twitter.com/tastesofvomit/status/1383207153910095876#m,JUMBO JET JUST CAME ON <3 LETS SLEEP ON IT MY BELOVED,"Apr 16, 2021 · 11:54 PM UTC",0,0
295,https://twitter.com/jazzkatze75/status/1383186698369175555#m,"Mich macht dieser tägliche Jumbojet an Toten psychisch fertig. Das sind keine Zahlen, das sind Menschen und Schicksale, Angehörige, Trauernde und wir ignorieren sie. Kerzen sind da Hohn, wenn keine Handlung erfolgt.","Apr 16, 2021 · 10:33 PM UTC",14,1
296,https://twitter.com/AgentChange_9/status/1383183535511511044#m,"2. An opposing theory states, that the likelihood of mankind being an accident, is about the same odds of a tornado ripping through a junkyard and when it has passed, the result is a fully formed and functioning jumbo jet.","Apr 16, 2021 · 10:20 PM UTC",9,1
297,https://twitter.com/fionalongmuir/status/1383179984475463688#m,"I am simply trying to sleep in my little bed, I do not need to be confronted by your lack of security in your masculinity as you thunder down a 20mph road making as much noise as a jumbo jet.","Apr 16, 2021 · 10:06 PM UTC",7,0
298,https://twitter.com/thestymaster/status/1383177434149838851#m,Buy a jumbo jet,"Apr 16, 2021 · 9:56 PM UTC",1,1
299,https://twitter.com/STEPHEN_FINE/status/1383175347898834946#m,"We have no proof of concept... Subway but cheaper is a nice concept, but it's nothing but an idea.  Here, I'll do one: solar powered jumbo jet. Wow!!!","Apr 16, 2021 · 9:47 PM UTC",0,1
300,https://twitter.com/ResponsibleGov2/status/1383171850847592451#m,"Yes bye , we don’t even have enough health care workers for ourselves , why don’t you shut down the Health Science and charter a jumbo jet and put them up in the most expensive hotel in Toronto , Were good for it , Hey !","Apr 16, 2021 · 9:34 PM UTC",0,1
301,https://twitter.com/StattoWrexham/status/1383170471034765312#m,Hold a Chicken in the air  Stick a deckchair up your nose buy a Jumbo Jet and bury all your clothes!!! #BritainsFavourite80sSongs,"Apr 16, 2021 · 9:28 PM UTC",0,1
302,https://twitter.com/Sector035/status/1383168303439429639#m,"It would have made sense if you checked out a ""jumbo"" jet 🤔","Apr 16, 2021 · 9:19 PM UTC",2,0
303,https://twitter.com/GgreenNEeyesS/status/1383161392547647488#m,Answer 7. Boeing 747 #TWATquiz  the first jumbo jet innit,"Apr 16, 2021 · 8:52 PM UTC",0,1
304,https://twitter.com/beyonddc/status/1383149875790016515#m,"I mean there was that time someone flew a jumbo jet into the Pentagon.  I always assume military flyover too, but just saying: There is precedent for worse.","Apr 16, 2021 · 8:06 PM UTC",2,0
305,https://twitter.com/Karin37701241/status/1383139690975465477#m,Ik ben een jumbojet ✈️ vanwege Coronakontigheid 🥴,"Apr 16, 2021 · 7:26 PM UTC",2,0
306,https://twitter.com/Brainiac_13/status/1383139437748617223#m,I would too but I buy my own Jumbo Jet lol,"Apr 16, 2021 · 7:25 PM UTC",0,0
307,https://twitter.com/Michaelflying28/status/1383129553875435525#m,Astral Aviation Boeing 747-400F TF-AMM arriving at Doncaster Airport from Lagos Murtala Muhammed International Airport 1.4.21.  #doncasterairport #boeing #boeinglovers #boeingfans #747fanpage #boeing747 #boeing747400 #boeing747lovers #boeing747fans #boeing747pics #jumbojet,"Apr 16, 2021 · 6:45 PM UTC",3,0
308,https://twitter.com/Kanwarwaqas/status/1383114609704513546#m,Jumbo jet dp,"Apr 16, 2021 · 5:46 PM UTC",0,0
309,https://twitter.com/oldclubfoot/status/1383109890554597378#m,Jumbo jet,"Apr 16, 2021 · 5:27 PM UTC",1,0
310,https://twitter.com/petrasovdat/status/1383108520627822593#m,"a ne bi kr kak jumbojet raj, če smo že pri glasbenih? :))","Apr 16, 2021 · 5:22 PM UTC",1,2
311,https://twitter.com/katjabrinck/status/1383105353814925315#m,Hit the Boeing 747 jumbo jet level on my #NYTXW streak. ✈️✏️😊,"Apr 16, 2021 · 5:09 PM UTC",17,0
312,https://twitter.com/jewelrymandave/status/1383088994980745217#m,Jet Charm - Airplane Charm - Plane Charm - Jumbo Jet Charm - Boeing Jet Charm - Jet Plane Charm - Collectible Charm - Charm For Pilots https://tuppu.net/8d479df0 #jewelrymandave #Etsy #JetCharm,"Apr 16, 2021 · 4:04 PM UTC",0,0
313,https://twitter.com/bigbadj0zzy/status/1383071914185392131#m,jumbo jet yessir 🛩,"Apr 16, 2021 · 2:56 PM UTC",0,0
314,https://twitter.com/JankoMarc/status/1383018783200190467#m,Vielleicht wurde „Babyelefant“ fälschlicherweise mit „Jumbo Jet“ übersetzt?,"Apr 16, 2021 · 11:25 AM UTC",11,1
315,https://twitter.com/jumbo_jet_joe/status/1383015862894952453#m,優秀な人が高回転してくれれば、高いレベルを維持しながら人件費はある程度圧縮できる好循環 それとも、優秀な人は高確率で流れ出てしまいカスは沈殿してんのかな,"Apr 16, 2021 · 11:14 AM UTC",0,0
316,https://twitter.com/JohnnyFreedom65/status/1382928509010513921#m,"TWA L1011 jumbo jet, on the ground... my Audi Q8 last year","Apr 16, 2021 · 5:27 AM UTC",0,0
317,https://twitter.com/newspyre/status/1382878915958509575#m,"""CAL bids farewell to Boeing jumbo jet""  https://www.taipeitimes.com/News/biz/archives/2021/04/13/2003755555","Apr 16, 2021 · 2:10 AM UTC",0,0
318,https://twitter.com/Chyanne1107/status/1382877451030781953#m,"With senators and the President flying jets every state other day ... private jets for 2 people? Biden takes a JUMBO JET to go 300 miles?? And they want to tell us to conserve fuel, energy... stop this, stop that... NO WAY!","Apr 16, 2021 · 2:04 AM UTC",0,0
319,https://twitter.com/SEN_track/status/1382861380655620099#m,".@Shortte .@TAB_touch multi:  - Wildcats win - West Coast win - Western Bulldogs win - Cannington Race 1, #2 - Jumbo Jet win MULTI PRICE:  $4.13","Apr 16, 2021 · 1:00 AM UTC",8,0
320,https://twitter.com/Michaelkelly707/status/1382855662800101379#m,The inaugural transatlantic flight made by an @AerLingus Boeing 747 jumbo jet from Dublin to New York This report was broadcast by Irish Television on 15 April 1971 #avgeek #otd https://www.rte.ie/archives/2013/0415/381407-inaugural-flight-of-the-aer-lingus-boeing-747-from-dublin-to-jfk/,"Apr 16, 2021 · 12:37 AM UTC",19,1
321,https://twitter.com/capedoryus/status/1382821042775789570#m,How many times are you going to land a jumbo jet at the wrong airport? Cut off the wrong limb. Lie to the IRS for your client? Have half your class flunk exams? All professions have constant oversight. Guess which one does not......and they have guns,"Apr 15, 2021 · 10:20 PM UTC",0,0
322,https://twitter.com/DennisCombs/status/1382813224861581315#m,I hear it takes special pilot skills to land a jumbo jet there...,"Apr 15, 2021 · 9:48 PM UTC",0,0
323,https://twitter.com/RosmizanRoselin/status/1382811273302220800#m,Biasalah. Nama pun jumbo jet 😜😆😆,"Apr 15, 2021 · 9:41 PM UTC",1,1
324,https://twitter.com/pampisford/status/1382803199934013450#m,There was a Jumbo Jet took off from Stansted early this afternoon. Might be Malaysia Air.,"Apr 15, 2021 · 9:09 PM UTC",0,1
325,https://twitter.com/davidtrnr1/status/1382779590452596742#m,I’d rather clean a jumbo jet with a mouses eyepatch 😳,"Apr 15, 2021 · 7:35 PM UTC",0,1
326,https://twitter.com/Citiz3nK/status/1382753494105346049#m,"I’m fine with all the options in KDE. Let’s remember that your average Windows user only wants their favourite desktop wallpaper. They would get lost in the KDE settings labyrinth. At best, they want a Cessna, to start with anyway, not a jumbo jet.","Apr 15, 2021 · 5:51 PM UTC",0,1
327,https://twitter.com/Anunposada/status/1382739005175963654#m,"Yo, una Jumbo Jet.","Apr 15, 2021 · 4:54 PM UTC",1,0
328,https://twitter.com/andrewnorrish/status/1382737062206525444#m,A Bulldog (British) is a fart machine and when asleep the snoring rivals a jumbo jet!,"Apr 15, 2021 · 4:46 PM UTC",1,0
