,link,text,date,No_of_likes,No_of_tweets
761,https://twitter.com/JRJimen95628406/status/1375209964097134593#m,"Y’all, why is there a GIANT Russian jumbo jet parked at ABIA?!  It’s massive.","Mar 25, 2021 · 10:16 PM UTC",0,0
762,https://twitter.com/UlfEklo/status/1375205683247915015#m,It’s too tight. Tight!? You can park a fucking jumbo jet there,"Mar 25, 2021 · 9:59 PM UTC",1,1
763,https://twitter.com/Flyingh43892139/status/1375198868875452425#m,"JAL1628, cockpit view drawing by flight captain. ""it is impossible for any man made machine to make a sudden appearance in front of a jumbo jet that is flying 910 km/hr and to move  along in a formation paralleling our aircraft.""","Mar 25, 2021 · 9:32 PM UTC",2,1
764,https://twitter.com/aTribeCalledDan/status/1375192248925757440#m,I’m fine with my jumbo jet sounding console. OK. I’m fine.,"Mar 25, 2021 · 9:05 PM UTC",1,1
765,https://twitter.com/joy__kanja/status/1375189683022479360#m,Jambo🙈😍 nilipie Jumbo jet😘,"Mar 25, 2021 · 8:55 PM UTC",1,0
766,https://twitter.com/schumacherpl/status/1375188361246302209#m,Wczoraj spadł polski Jumbo Jet z ponad 500 pasażerami. Wszyscy zginęli. dzisiaj następny....,"Mar 25, 2021 · 8:50 PM UTC",0,0
767,https://twitter.com/Tink26030033/status/1375173831288004609#m,Jumbo jet,"Mar 25, 2021 · 7:52 PM UTC",4,1
768,https://twitter.com/makavi5/status/1375173652883333121#m,Jumbo ? Jet  #Pasapalabra222,"Mar 25, 2021 · 7:52 PM UTC",0,0
769,https://twitter.com/s99_ron/status/1375169266979340297#m,"Not fine for him to say below 10,000 feet. All talk in cockpit is to be airline related. No chit chat allowed when taxiing. A jumbo jet in Tenerife smashed into another jumbo jet while taxiing, creating deadliest accident in aviation history. That why the rule is in place","Mar 25, 2021 · 7:34 PM UTC",8,0
770,https://twitter.com/stephen89er/status/1375157611209887744#m,"“I pride myself and think of myself as a man of faith - as there's the landing gear for this jumbo jet. We're headed to the hotel soon. I don't know if I'm gonna be putting on this headset again.""","Mar 25, 2021 · 6:48 PM UTC",1,0
771,https://twitter.com/shahryarimahdi/status/1375153576058687491#m,You can land a fouking jumbo jet in there,"Mar 25, 2021 · 6:32 PM UTC",1,1
772,https://twitter.com/hiszpandg/status/1375135902830301188#m,"Jak ktoś ma wątpliwości czy i jak sobie radzimy z pandemią, to informuję,  że dzisiaj znowu się rozbił nad Polską Jumbo Jet z pół tysiącem osób na pokładzie. Jakieś pytania?","Mar 25, 2021 · 5:22 PM UTC",4,1
773,https://twitter.com/spotterguidenet/status/1375130602656182276#m,Philippines Airlines 747 taking off from Frankfurts runway 18. #philippinesairlines #boeing #747 #jumbojet #queenoftheskies #frankfurtairport #fraport #planespotting #startbahnwest #spotterguide  Picture taken in 1993 by Paul Denton,"Mar 25, 2021 · 5:00 PM UTC",3,0
774,https://twitter.com/Ed_Stewart/status/1375117665719697411#m,Looks like the A380 is telling the 737 that size teally does matter. #jumbojet ✈😳 @ San Francisco International Airport https://www.instagram.com/p/CM2Q-bbJYaOklasCT_nxvS0pmts0KkVhQeF_zQ0/?igshid=121h1kkhmyn5k,"Mar 25, 2021 · 4:09 PM UTC",0,0
775,https://twitter.com/B11OYS/status/1375097694251847688#m,Touareg towed 400 tons with that jumbo jet  By that reckoning would need 500 of them for that ship 😂😂,"Mar 25, 2021 · 2:50 PM UTC",0,1
776,https://twitter.com/epsilon3141/status/1375096456319754244#m,"Wir haben ein System von Institutionen, das im Schönwettermodus gut funktioniert und nicht durch die Dummheit von Regierenden gefährdet ist .  Wie sagte @Robert83563198 so schön: Ein Jumbojet auf Autopilot mit Affen im Cockpit.  ... und jetzt brennt plötzlich ein Triebwerk.","Mar 25, 2021 · 2:45 PM UTC",26,0
777,https://twitter.com/epsilon3141/status/1375096353609687051#m,"Wir haben ein System von Institutionen, das im Schönwettermodus gut funktioniert und nicht durch die Dummheit von Regierenden gefährdet ist .  Wie sagte @Robert83563198 so schön: Ein Jumbojet auf Autopilot mit Affen im Cockpit.  ... und jetzt brennt plötzlich ein Triebwerk.","Mar 25, 2021 · 2:44 PM UTC",2,1
778,https://twitter.com/ValorMaiden/status/1375090662111055876#m,"-- and how do his fluids taste like? She's very excited to find out.  She worked her movements by moving her hand up and down, caressing and stroking the jumbo jet, trying to rev up his engines.  She's rather inexperienced, but she's working with it. 💧","Mar 25, 2021 · 2:22 PM UTC",0,1
779,https://twitter.com/Bacon227/status/1375084593171341314#m,to już nie tupolew - tam sięmiesci ok. 100 osób To jumbojet - tam ponad 400,"Mar 25, 2021 · 1:58 PM UTC",2,0
780,https://twitter.com/WhoInvented01/status/1375063700688805891#m,Jumbo Jets were invented by Admiral Norbert Jumbo Jet in 589. #WhoInvented #WhoInventedIt,"Mar 25, 2021 · 12:35 PM UTC",1,0
781,https://twitter.com/jan_kriso/status/1375049283804803074#m,"Tady jde spíše o to, koho všechno ten Kamarův advokát zastupoval (mj. pána, co vyhodil do vzduchu Jumbo jet u Lockerbie) a jaké má názory. Kdyby si to přečetli chuligáni Slavie, tak udělají nový transparent...","Mar 25, 2021 · 11:37 AM UTC",0,1
782,https://twitter.com/culturovo/status/1375020238362832897#m,Kolejny jumbo jet rozbił się dziś rano nad Polską. Wszyscy pasażerowie/pacjenci ponieśli śmierć. Uważajcie na siebie i innych!,"Mar 25, 2021 · 9:42 AM UTC",2,0
783,https://twitter.com/steveacer/status/1374996976207552512#m,While the president has a Jumbo Jet to travel in.,"Mar 25, 2021 · 8:09 AM UTC",0,0
784,https://twitter.com/Tertianship/status/1374994035417391104#m,"No, that's exactly the point. A few percentage points, in this instance, puts the absolute figures into perspective.  As soon as you introduce ""Jumbo jet's full"" you introduce emotion.  10k people die every week in the UK normally.  50k is 5 weeks worth, etc. etc.","Mar 25, 2021 · 7:58 AM UTC",1,2
785,https://twitter.com/AlexanderHemp/status/1374973940699967490#m,"In documentaries these facts normally end with an interesting fact e.g. ""that's enough # to fill a 747 Jumbo jet"" or ""# could stretch from # to #""  So.. you need to finish off. Hmm, is finish off the right term.. 🙄","Mar 25, 2021 · 6:38 AM UTC",2,0
786,https://twitter.com/Sean61627128/status/1374942676009676804#m,I looked up tonight while delivering to the last house of the night and I saw a jumbo jet pass across the moon wish as well that I would’ve got a picture of it. Sometimes I think things are meant just for us to see like a little message from God.,"Mar 25, 2021 · 4:34 AM UTC",1,1
787,https://twitter.com/JeenifferC/status/1374941803057704962#m,"Nejecito aperarme de papitas, chocolatina Jumbo jet y gatorade para estos dos días de la trasnochacion en la estudiacion","Mar 25, 2021 · 4:30 AM UTC",4,0
788,https://twitter.com/SantScb/status/1374940176540127234#m,"When a jumbo jet full of people from Wuhan were allowed into Sydney without any checks or quarantine at the height of the plandemic. Normally, You are not allowed to bring organic matter from any other country into Australia.","Mar 25, 2021 · 4:24 AM UTC",2,0
789,https://twitter.com/socaworldapp/status/1374920995765641222#m,Bunji Garlin - Jumbo Jet https://rdo.to/HOTSOCA #soca #music #listenlivenow,"Mar 25, 2021 · 3:08 AM UTC",0,0
790,https://twitter.com/ca_rockets/status/1374885469704622082#m,Jumbo jet to play in the 2nd quarter   h/t Gene Peterson,"Mar 25, 2021 · 12:46 AM UTC",20,3
791,https://twitter.com/IvonneGanimals/status/1374874257486983168#m,"La verdad, para mí es más adicción una jumbo jet🙉🙈🙈 obvio sin desmeritar esos deliciosos ferrero","Mar 25, 2021 · 12:02 AM UTC",1,0
792,https://twitter.com/colinelvy11/status/1374865531841339393#m,Hugely expensive. Did you put batteries in a Jumbo Jet. ?,"Mar 24, 2021 · 11:27 PM UTC",2,0
793,https://twitter.com/ryszcuk/status/1374841831842852868#m,"W dniu w którym w Polsce ginie z powodu Covida +575 osób...czyli spada jeden JumboJet...: ""Andrzej Duda : WOW! Grupa Azoty ZAKSA Kędzierzyn-Koźle po raz pierwszy wystąpi w finale Ligi Mistrzów siatkarzy. Brawo! Gratulacje! Trzymamy kciuki za końcowy sukces!""...no comment...🤦‍♂️🤦‍♂️🤦‍♂️","Mar 24, 2021 · 9:53 PM UTC",139,20
794,https://twitter.com/Factsofw0rld/status/1374831134551334912#m,"A full Jumbo jet tank has enough fuel to drive a car around the world 4 times, that's nearly 100,000 miles. The plane itself would be able to travel 9,500 miles.","Mar 24, 2021 · 9:11 PM UTC",8,1
795,https://twitter.com/dtrainiax/status/1374829878718173189#m,747 points?  Sounds like the Peacock is now a Jumbo Jet?,"Mar 24, 2021 · 9:06 PM UTC",1,0
796,https://twitter.com/RalfStein3/status/1374817636312301568#m,A fully fueled jumbo jet weighs around 400 tons with passengers and cargo. So the ship weighs as much as 600 jumbo jets ... Hard to imagine.,"Mar 24, 2021 · 8:17 PM UTC",0,0
797,https://twitter.com/Rosal7777/status/1374812069237813251#m,Don't forget Boris's second jumbo jet vanity project. How many jets does one man need? Why not tell him to pay for his toys himself?,"Mar 24, 2021 · 7:55 PM UTC",2,1
798,https://twitter.com/JasonGolaup/status/1374792443032444937#m,You must be psychic. I was gonna post this up in the future 🙌🙌 The Jumbo Jet mix is a stormer 👌,"Mar 24, 2021 · 6:37 PM UTC",2,0
799,https://twitter.com/MrsDigitalAsset/status/1374787671697063946#m,"If I’m a billionaire and I don’t pay for my friend’s life threatening surgery, please run me over with my jumbo jet.","Mar 24, 2021 · 6:18 PM UTC",1,0
800,https://twitter.com/LukeEaglesFly/status/1374783964817330178#m,Nightmare for defenses with the ball in his hands. Would love to see him get more screen and sweeps work.  Has the wingspan of a jumbo jet.  Only negative we see are some concentration drops and the amount of game time last year.,"Mar 24, 2021 · 6:03 PM UTC",0,0
801,https://twitter.com/Thievesbook/status/1374770810527825920#m,"I still think the funniest line is - ""And a factory that makes miniature models of factories""  Just ask @jtwentyman - she was two rows behind me on a flight to San Diego where I saw the film for the first time (could have been a Jumbo Jet) and can confirm I guffawed as I watched)","Mar 24, 2021 · 5:11 PM UTC",2,0
802,https://twitter.com/GianniLP/status/1374721425748197377#m,"Il canale YouTube, con i miei video di cucina, ha raggiunto i #500subs iscritti (la capacità di Jumbo jet). Invito chi ancora non lo ha fatto, ad iscriversi adesso, in modo da aiutarmi ad aumentare il mio pubblico.  Segui il link e clicca su ""iscriviti"". https://invidious.io.lol/giannilpx","Mar 24, 2021 · 1:55 PM UTC",0,0
803,https://twitter.com/me1stVegan2nd/status/1374720245160681475#m,"Trawling nets big enough to fit 13 jumbo jet planes✈️  25 million acres or 27 soccer fieldsof rainforest bring destroyed a MINUTE?  How's about the 3.9 BILLION acres or 4,316 fields of our oceans?! 🐬🐠🎣  Watch #Seaspiracy Netflix👀  @seaspiracy #vegan https://invidious.io.lol/1Q5CXN7soQg","Mar 24, 2021 · 1:50 PM UTC",26,3
804,https://twitter.com/amzopilraptor/status/1374717380312567811#m,Jumbo Jet !,"Mar 24, 2021 · 1:38 PM UTC",1,0
805,https://twitter.com/Dimpy101/status/1374715718902644736#m,"When I was first diagnosed in hospital, I was feeling pretty down about potential restrictions. Another patient said to me ""Sure, you may never fly a jumbo jet or drive a car but think of all the things you can do"". This simple and positive message has stayed with me ever since.","Mar 24, 2021 · 1:32 PM UTC",2,0
806,https://twitter.com/alankel89244102/status/1374714267291779074#m,Full jumbo jet every 2 days arriving by boats🤬👇🏿seat 332 full😳🇬🇧👺,"Mar 24, 2021 · 1:26 PM UTC",0,0
807,https://twitter.com/chaleeboh3131/status/1374712535941844996#m,"If a plane goes down, there has to be an investigation to ensure accountability & reassure other flyers - But a virus from CHINA has killed 540,000 people in the US so far, equal to 2,000 jumbo jet crashes & the BIDEN administration is doing almost nothing to the bottom of it!","Mar 24, 2021 · 1:19 PM UTC",0,0
808,https://twitter.com/FrancescoLugli/status/1374684195184840706#m,"This has probably already been said, but given all the green energy advertising, isn’t operating an entire 767 jumbo jet solely for transporting the VP domestically a tad, I dunno... much? There are smaller, better, faster, more efficient options.","Mar 24, 2021 · 11:27 AM UTC",4,1
809,https://twitter.com/kellysheroesmd/status/1374683190116384770#m,I've found Labour's new manifesto: Hold a chicken in the air Stick a deckchair up your nose Buy a jumbo jet And then bury all your clothes Paint your left knee green Then extract your wisdom teeth Form a string quartet And pretend your name is Keith #Liverpool,"Mar 24, 2021 · 11:23 AM UTC",1,0
810,https://twitter.com/akmilewski/status/1374681775092473857#m,"Dzisiaj w Polsce rozbił się Jumbo Jet Japan Airlines. Jutro będziemy mieli tyle ofiar, co w katastrofie Pan AM i KLM na Teneryfie.","Mar 24, 2021 · 11:17 AM UTC",2,0
811,https://twitter.com/ethicalmartini/status/1374674202825953287#m,"This is a car crash on a level crossing where the warning lights aren’t working, and the Midnight Special is hurtling down the track, and a jumbo jet full of baby lambs is falling out of the sky in flames, about to land on a nearby orphanage that’s been blown up by terrorists.","Mar 24, 2021 · 10:47 AM UTC",1,1
812,https://twitter.com/DenekSosyal/status/1374664308718776321#m,Jumbo jet poşeti,"Mar 24, 2021 · 10:08 AM UTC",0,0
813,https://twitter.com/JasperThinks/status/1374649283442532353#m,Not even a jumbo jet?,"Mar 24, 2021 · 9:08 AM UTC",1,0
814,https://twitter.com/FrSchneiderlein/status/1374610727412056064#m,... zum Start in den Tag 🎶🎧📻🧡🎶 Shout Out Louds - Jumbo Jet (Official Video) https://invidious.io.lol/twEHzwsmKbc via @YouTube,"Mar 24, 2021 · 6:35 AM UTC",0,0
815,https://twitter.com/JimM_BBC_bot/status/1374607853164531714#m,"Jumbo Jet. Dear me Mr Holmes, dear me. -S2E1 twitpic.com/be6sec","Mar 24, 2021 · 6:23 AM UTC",1,0
816,https://twitter.com/The_DogWalker/status/1374601278932844544#m,"3 million company directors like myself @ExcludedUK from #Covid support  While our prime minister spends £200k on a refurbishment, buys a second private jumbo jet & thousands of pounds on takeaway food  If this is how he treats tax paying companies, imagine how he treats the poor","Mar 24, 2021 · 5:57 AM UTC",13,1
817,https://twitter.com/Camibosilva/status/1374580506419986432#m,Yo quejándome de que estoy gorda mientras me como una Jumbo jet 🥴😂,"Mar 24, 2021 · 4:35 AM UTC",1,0
818,https://twitter.com/kaylatimer11/status/1374563844660547584#m,"My laptop occasionally sounds like a jumbo jet taking off, what do I do to assert dominance then?","Mar 24, 2021 · 3:28 AM UTC",1,0
819,https://twitter.com/Toromuu91/status/1374556619929968641#m,"Que hijueputa ansiedad, que alguien me mande un dulce, una malteada, un litrico de helado, una jumbo jet aunque sea.","Mar 24, 2021 · 3:00 AM UTC",0,0
820,https://twitter.com/johnvianeey/status/1374483327835467779#m,Jumbo jet,"Mar 23, 2021 · 10:08 PM UTC",0,0
821,https://twitter.com/keeflemon35/status/1374466700033200131#m,Now I'll have to travel to buy a jumbo jet!,"Mar 23, 2021 · 9:02 PM UTC",0,1
822,https://twitter.com/dietschiberg1/status/1374443851155337217#m,"Boris Johnson.  For whom a jumbo jet is a penis extension with wings.  ""Oh, um, behave!""  With apologies to Austin Powers.","Mar 23, 2021 · 7:32 PM UTC",0,0
823,https://twitter.com/hamza_shoaib10/status/1374432265539702789#m,"Why can't we use a super jumbo jet as a launcher to launch any type of rocket in air above 40000 feet, which will not only save heavy amount of fuel but it will also allow vehicles (rocket) to take as much fuel as it can for necessary needs in space..","Mar 23, 2021 · 6:46 PM UTC",1,2
824,https://twitter.com/Markclaret1/status/1374430067871211520#m,Hello @antony_hig  wondered if you know why the government needs a second jumbo jet right now? Was it a good deal?,"Mar 23, 2021 · 6:37 PM UTC",0,0
825,https://twitter.com/RosaRey33120220/status/1374429696583102467#m,"Maybe you and yours will be on the same plane as I. And, I don't mean a jumbo jet. Always look on the bright side of life.","Mar 23, 2021 · 6:35 PM UTC",1,0
826,https://twitter.com/G_Dolman/status/1374419959917408257#m,"Aha...mystery solved. Meanwhile, mine still roars like a jumbo jet.","Mar 23, 2021 · 5:57 PM UTC",1,0
827,https://twitter.com/ortegadry/status/1374413596399075328#m,Wczoraj rozbił się pełniutki Jumbo Jet✈️ Jutro dowiemy się o kolejnym....,"Mar 23, 2021 · 5:31 PM UTC",1,0
828,https://twitter.com/Setenay3434/status/1374400789871951875#m,Jumbo jet Jumbo Y.Bulut,"Mar 23, 2021 · 4:40 PM UTC",41,1
829,https://twitter.com/GEHadji/status/1374391480580599810#m,"Great article, but hilarious that they made him apologize. I would be extremely pissed if I had my pay cut only to see my company buy a damn jumbo jet.","Mar 23, 2021 · 4:03 PM UTC",1,0
830,https://twitter.com/YvoOsterloh/status/1374391450272591877#m,By a jumbo jet?,"Mar 23, 2021 · 4:03 PM UTC",1,1
831,https://twitter.com/Sol_LivingInCom/status/1374368623637143558#m,Debe ser un Jumbo Jet 🤣,"Mar 23, 2021 · 2:33 PM UTC",0,1
832,https://twitter.com/insidedramatici/status/1374347240605687809#m,Hoy me como una chocolatina jumbo jet estén pendientes!,"Mar 23, 2021 · 1:08 PM UTC",0,0
833,https://twitter.com/brendanjnash/status/1374330427775709193#m,Seen and filmed a craft from a jumbo jet (did not film it intentionally). It moved so quickly I would have needed 1000 fps to capture it clearly...,"Mar 23, 2021 · 12:01 PM UTC",0,0
834,https://twitter.com/Kopi_laut/status/1374317039376949249#m,Mungkin butuh jumbo jet biar bisa bawa rombongan,"Mar 23, 2021 · 11:08 AM UTC",0,1
835,https://twitter.com/DolorNolet/status/1374263508401987591#m,also a 1972 #japanairlines strip ad announcing its 747 jumbo jet flights between Tokyo and Europe via the polar route shortcut. JAL 747s were called Garden Jets because of the exquisitely designed cabin interiors that reflect the beauty and serenity of Japanese gardens🙏👍👏,"Mar 23, 2021 · 7:35 AM UTC",3,1
836,https://twitter.com/Junior24675941/status/1374213863567204352#m,Jumbo jet Lennie,"Mar 23, 2021 · 4:18 AM UTC",0,0
837,https://twitter.com/kane/status/1374190222292832257#m,Sometimes you need a jumbo jet in a pinch,"Mar 23, 2021 · 2:44 AM UTC",9,2
838,https://twitter.com/oiler3535/status/1374179850920071171#m,"Using said highly expensive radar and jets, the Iranians just recently shot down a slow moving jumbo jet bc their systems told them it was an imminent attack.","Mar 23, 2021 · 2:03 AM UTC",1,0
839,https://twitter.com/TygreStripes/status/1374160442747150344#m,Three indisputable facts:  1) Trans woman are woman 2) Trans men are men 3) I have an absolute jumbo jet ass,"Mar 23, 2021 · 12:45 AM UTC",738,27
840,https://twitter.com/agerardi959/status/1374137987014004745#m,"Vedendo la trasmissione di #iannaccone #checifaccioqui apprendo che il Cinema Azzurro Scipioni di Silvano Agosti ha chiuso, o meglio, lo hanno sfrattato. Ricordo l'entrata ad offerta e i sedili di un vecchio aereo Jumbo Jet. Grande tristezza. Il grande regista umiliato e offeso.","Mar 22, 2021 · 11:16 PM UTC",2,0
841,https://twitter.com/PhaddaFlava/status/1374137181791526916#m,Straight off de jumbo jet,"Mar 22, 2021 · 11:13 PM UTC",0,0
842,https://twitter.com/LaDeLosSoles/status/1374135006642196481#m,¿Pero qué son estas ganas que me invaden de comerme una jumbo jet a mordiscos?,"Mar 22, 2021 · 11:04 PM UTC",2,3
843,https://twitter.com/ilfuoriuscito/status/1374132439468146689#m,"""Porno o Pianeta Azzurro?"", magari da vedere comodamente seduto sulla poltrona di un Jumbo Jet. Visionario è poco per una persona come Silvano Agosti. #Checifaccioqui","Mar 22, 2021 · 10:54 PM UTC",7,0
844,https://twitter.com/SaintRobinho86/status/1374109102520025089#m,Why is the sound quality for #TheWalkingDeadUK so bad? Literally have to turn the volume up so loud that when the adverts come on it sounds like a jumbo jet is about to take off. Been like it for a few years now,"Mar 22, 2021 · 9:21 PM UTC",7,2
845,https://twitter.com/fsawns/status/1374093189582311424#m,“The number of people who die by #suicide each year in Canada equates to a jumbo jet 747 crashing and killing everyone on board… every single month of the year. If as many people died in plane crashes as they do by suicide there would be a public uproar.” https://www.suicideinfo.ca/how-many-people-die-by-suicide/,"Mar 22, 2021 · 8:18 PM UTC",0,0
846,https://twitter.com/EaronnScot/status/1374079604646932480#m,"Because you knew she doesn't need a second jumbo jet to compensate for shortcomings, like Dear Leader Boris the Incompetent?","Mar 22, 2021 · 7:24 PM UTC",0,0
847,https://twitter.com/YNHallak/status/1374074268024066050#m,"Awesome shot of a #Boeing747 looming overhead on the #beach as it lands at #PrincessJulianaAirport, #SaintMartin. #B747 #JumboJet","Mar 22, 2021 · 7:03 PM UTC",18,0
848,https://twitter.com/AuldViking/status/1374065494332936197#m,"Now that I am fully #vaccinated you won't see me celebrating at all.   Our crippled super-jumbo jet of a country has barely passed by the ILS inner marker.  If we stay stuck on Mt. Stupid, we'll crash and burn right there at the touchdown markings on the runway.","Mar 22, 2021 · 6:28 PM UTC",0,0
849,https://twitter.com/ScheideggerNick/status/1374064624610516996#m,"Wenn in LFSB mal eine 737 fliegt (gibt nur eine die hier gebased ist durch EasyJet Domäne), meint man grad es sei ein Jumbojet 🤣","Mar 22, 2021 · 6:25 PM UTC",1,0
850,https://twitter.com/oilypaws/status/1374051095471869978#m,Today the drill tower is a space shuttle/jumbo jet/car ferry ( delete where applicable) @steven_michie imaginative & creative with the (loooong) debriefs as well 😉🤣,"Mar 22, 2021 · 5:31 PM UTC",2,1
851,https://twitter.com/BreakIntoProg/status/1374042181841920001#m,"It's a classy looking vehicle. I was 12 at the time. A good chunk of our school congregated in the hall to watch the launch on TV. Also saw the shuttle fly over our school playing fields in 1983, piggy-backed on a jumbo jet. Picture courtesy of the MEN. https://www.manchestereveningnews.co.uk/news/nostalgia/gallery/manchester-airport-through-the-ages-1264170","Mar 22, 2021 · 4:55 PM UTC",3,2
852,https://twitter.com/Thegiest/status/1374035714489393152#m,"36,000 ft on a transatlantic flight in  Jumbo Jet.","Mar 22, 2021 · 4:30 PM UTC",0,0
853,https://twitter.com/ree35264425/status/1374033627638591488#m,what happened to the hired jumbo jet now using air zim,"Mar 22, 2021 · 4:21 PM UTC",0,0
854,https://twitter.com/JSpaced10/status/1374026692277178370#m,"I've just been watching Return of Optimus Prime & off top of my head: Kup reverses for no reason Rat-Bat flies in front of Soundwave's open chest, &""disappears"" instead of folding inside A helicopter fires on a crowd, then flies inside a jumbo jet door Optimus two seconds apart:","Mar 22, 2021 · 3:54 PM UTC",0,1
855,https://twitter.com/another_ellis/status/1374025633177731079#m,Carrying your cross to your own execution and walking up the steps to the 5 star jumbo jet that moves you from place to place is hardly comparable.,"Mar 22, 2021 · 3:50 PM UTC",1,0
856,https://twitter.com/bonereuphemisms/status/1373982236043796481#m,man jumbo jet,"Mar 22, 2021 · 12:57 PM UTC",0,0
857,https://twitter.com/8Enzo_/status/1373965838244577284#m,- Has their entire team playing a deep block using their CDMs as a extra pair of CBs shielding them literally having 6 at the back and says we play park the bus my guy you park the fucking jumbo jet,"Mar 22, 2021 · 11:52 AM UTC",1,1
858,https://twitter.com/racrob95/status/1373965452259459072#m,Jumbo jet?,"Mar 22, 2021 · 11:51 AM UTC",0,1
859,https://twitter.com/SherrattBarbara/status/1373920705272815618#m,Or a slightly used jumbo jet?     🤣🤣🤣🤣🤣🤣,"Mar 22, 2021 · 8:53 AM UTC",1,0
860,https://twitter.com/zizi_87/status/1373912072753397761#m,"One year since I landed back from my last trip on the jumbo! I knew what was coming and took my farewell photos. Missing you, old girl! #b747 #boeing747 #jumbojet #LAX","Mar 22, 2021 · 8:18 AM UTC",50,1
861,https://twitter.com/ConcaveMMT/status/1373827710125019136#m,"Commodification of high value skills + location arbitrage is such a bullish case for leading EM co's   Also, is Mr. @goodalexander jumping on the $SE jumbo jet?? 🚀","Mar 22, 2021 · 2:43 AM UTC",4,0
862,https://twitter.com/JimM_BBC_bot/status/1373814638534529024#m,"Jumbo Jet. Dear me Mr Holmes, dear me. -S2E1 twitpic.com/bdmskb","Mar 22, 2021 · 1:51 AM UTC",0,0
863,https://twitter.com/SamuelWang2018/status/1373796180107395077#m,"📙 @HarlequinBooks | Fully Involved by @amyknupp  A self-proclaimed drifter with more emotional baggage than a jumbo jet, Andie isn't interested in a forever relationship even when she finds herself increasingly attached to an adorable girl and Clay Marlow https://www.harlequin.com/shop/books/9780373716586_fully-involved.html","Mar 22, 2021 · 12:38 AM UTC",1,1
864,https://twitter.com/SamuelWang2018/status/1373796063765745666#m,"📙 @HarlequinBooks | Fully Involved by @amyknupp  A self-proclaimed drifter w more emotional baggage than a jumbo jet, Andie isn't interested in a forever relationship even when she's increasingly attached to an adorable girl & Clay Marlow https://www.goodreads.com/book/show/53338629-fully-involved via @goodreads","Mar 22, 2021 · 12:38 AM UTC",1,1
865,https://twitter.com/KaMeLPullin/status/1373783141819809794#m,"One time in Dallas, I had to board a jumbo jet on the tarmac via stairs, and they're dangerously steep; we boarded one at a time in case of falls. I hated them on tiny commuter hops, also, but they're nothing like the commercial jet liner stairs.","Mar 21, 2021 · 11:46 PM UTC",3,0
866,https://twitter.com/ghoulcabin/status/1373747660495159305#m,"Rest in peace the Wright brothers. You wouldve loved the jumbo jet, concorde, etc","Mar 21, 2021 · 9:25 PM UTC",46,0
867,https://twitter.com/insidedramatici/status/1373717214138875904#m,Quiero una chocolatina jumbo jet,"Mar 21, 2021 · 7:24 PM UTC",0,0
868,https://twitter.com/preston0501/status/1373664465137192966#m,"How hard would it be to start my own mega church so I can/ I mean my friend can buy a jumbo jet? Again, for my friend","Mar 21, 2021 · 3:55 PM UTC",4,0
869,https://twitter.com/Book_Addict/status/1373624070730883073#m,"Happy birthday to aeronautical engineer Joe Sutter (March 21,1921), author of ""747: Creating the World's First Jumbo Jet and Other Adventures from a Life in Aviation"" (2006) (with Jay Spenser).","Mar 21, 2021 · 1:14 PM UTC",0,0
870,https://twitter.com/CELlASDREAM/status/1373614132604379138#m,BY A JUMBO JET,"Mar 21, 2021 · 12:35 PM UTC",0,0
871,https://twitter.com/chalada1921/status/1373599328137314304#m,"Patel even had a Jumbo jet diverted so that 7 relatives of his could holiday in Maldives where large planes are not allowed to enter! He was also exposed for property dealings with Iqbal Mirchi, notorious underworld crook! Of course, Pawar always got a cut!","Mar 21, 2021 · 11:36 AM UTC",3,0
872,https://twitter.com/HumaAhmad12/status/1373586156244369408#m,"""My Dad says that being a Londoner has nothing to do with where you’re born. He says that there are people who get off a jumbo jet at Heathrow, go through immigration waving any kind of passport, 👇👇👇","Mar 21, 2021 · 10:43 AM UTC",12,2
873,https://twitter.com/danwellman/status/1373582044438073346#m,Glad I filled out the census on my son’s behalf - when I asked him what he identified as he said “jumbo jet” 🤣🤣,"Mar 21, 2021 · 10:27 AM UTC",2,0
874,https://twitter.com/rodakker/status/1373550956047183873#m,"Donald Knuth en de kunst van het programmeren (update)  Is begeleidingsethiek meer dan ""een fietsrem op een jumbojet""?  rieksopdenakker.nl/index.php…","Mar 21, 2021 · 8:24 AM UTC",3,1
875,https://twitter.com/dragon4audio/status/1373543686596743169#m,"TWA flight 800, flight of a Trans World Airlines jumbo jet airliner that broke up over the Atlantic Ocean and went down about 8 miles (13 km) off the coast of Long Island, near East Moriches, New York, on the evening of July 17, 1996. ... All 230 people on board died in the crash","Mar 21, 2021 · 7:55 AM UTC",0,0
876,https://twitter.com/Graham4Tesla/status/1373540546250162178#m,Global road traffic deaths equivalent to a jumbo jet crashing every couple of hours!,"Mar 21, 2021 · 7:42 AM UTC",0,0
877,https://twitter.com/Greglam71830223/status/1373497179516456960#m,"What’s your point all presidents travel is cost the taxpayers money, Nancy jets back and forth to California every weekend in a jumbo jet full of friends at tax payers expense, all the top politicians do it, so what is your point, Willy girl.","Mar 21, 2021 · 4:50 AM UTC",0,1
878,https://twitter.com/SusanOMalley18/status/1373465163026735107#m,"""You know his prized 757 jumbo jet with the “Trump” logo on the side that he loved to fly around in during the 2016 campaign? It’s now sitting in disrepair somewhere outside of New York City, according to CNN."" https://www.palmerreport.com/analysis/broke-donald-trump-cant-even-afford-to-get-his-plane-fixed/37580/","Mar 21, 2021 · 2:43 AM UTC",1,1
